skill_name,source,author,published_date,description,evidence,attack_chain,risk_category,impact_scope,confidence,severity,mitigation
youtube-summarize-l8nmj,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-lh9rq,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-mxmlp,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-noyux,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-ohxkm,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-ppfxa,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-r5ajr,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-tvtrh,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-umait,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-z7kli,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-zserr,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-summarize-zwl3z,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 摘要工具,Koi 将其归入 YouTube Summarize 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-2dp6g,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-2vx4b,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-bg45o,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-h67cl,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-jes1t,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-jwnwx,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-ktwoe,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-mgaww,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-qvizx,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-rzncj,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-sq374,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-tzilx,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-thumbnail-grabber-w7har,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 封面工具,Koi 将其归入 YouTube Thumbnail Grabber 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-5qfuw,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-9br7p,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-9kscv,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-cjmxp,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-fnkxw,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-hvzyq,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-jobxc,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-kcbjr,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-pydzq,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-tnot1,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-vsmhd,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-wibsd,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
youtube-video-downloader-xx9sy,Koi ClawHavoc report,未确认,2026-02-01,伪装 YouTube 下载工具,Koi 将其归入 YouTube Video Downloader 恶意/可疑技能清单,社工安装→外链执行,大众工具伪装,浏览器/主机,4,高,立即下架/阻断IOC/轮换凭据
